card_id	level_requirements	quest	hitpoints	unique_drops	notes	slayer_requirement	attack_styles	equipment_slot	weapon_type	attack_speed	max_hit	aggression	hazards
npc.crocodile.4184			62				Melee			4	6	Aggressive	
npc.cruor.11285			500				Magic			5	29	Yes (after Nex makes him vulnerable)	
npc.crushing_hand.7388			55			5	Melee			4	5	Non-aggressive	
npc.crypt_rat.1679			35				Melee			4	3	Aggressive	
npc.crypt_spider.1683			60				Melee			4	6	Aggressive	
npc.crystalline_bat.9028			12				Melee			4	8	Aggressive	
npc.crystalline_bear.9032			100				Melee			4	28	Aggressive	
npc.crystalline_dark_beast.9034			100				Ranged			4	28	Aggressive	
npc.crystalline_dragon.9033			100				Magic			4	28	Aggressive	
npc.crystalline_hunllef.9021			600				Magic, Ranged			5	50+	Aggressive	
npc.crystalline_rat.9026			12				Melee			4	4	Aggressive	
npc.crystalline_scorpion.9030			38				Melee			4	11	Aggressive	
npc.crystalline_spider.9027			12				Melee			4	4	Aggressive	
npc.crystalline_unicorn.9029			38				Melee			4	6	Aggressive	
npc.crystalline_wolf.9031			38				Melee			4	8	Aggressive	
npc.cuffs.3279			7				Melee			4	1	Non-aggressive	
npc.culinaromancer.4878			150				Melee, Magic			4	25 (Magic), 11 (Crush)	Aggressive	
npc.cultist.12918			25				Melee			4	4	Aggressive	
npc.cursed_baboon.11717			20							4	7	Non-aggressive	
npc.cuthbert_lord_of_dread.12957			1				Melee			4	1	Aggressive	
npc.cyclops.2097			55, 75	Dragon defender			Melee			4	6	Aggressive	
npc.dad.4130			120				Melee			8	27	Non-aggressive	
npc.daddy_s_special_water.15167			120				Melee			8	27	Aggressive	
npc.dagannoth.140			142				Melee			4	22	Aggressive	
npc.dagannoth_fledgeling.2264			100				Melee			4	6	Non-aggressive	
npc.dagannoth_mother.983			120				Melee, Ranged			4	9	Aggressive	
npc.dagannoth_prime.2266			255	Farseer helm, Mud battlestaff, Pet dagannoth prime, Seers ring, Skeletal bottoms, Skeletal top			Magic			4	50	Aggressive	
npc.dagannoth_rex.2267			255	Berserker ring, Pet dagannoth rex, Rock-shell legs, Rock-shell plate, Warrior ring			Melee			4	26	Aggressive	
npc.dagannoth_spawn.3184			35				Melee			4	4	Aggressive	
npc.dagannoth_supreme.2265			255	Archer helm, Archers ring, Pet dagannoth supreme, Seercull, Spined body, Spined chaps			Ranged			4	30	Aggressive	Poison
npc.damien_leucurte.9564			217				Ranged, Magic			5	20	Aggressive	Poison
npc.damis.682			90				Melee			4, 3	22	Aggressive	
npc.dark_ankou.7296			60				Melee			4	8	Aggressive	
npc.dark_beast.4005			220			90	Melee, Magic			4	17 (melee), 8 (magic)	Aggressive	
npc.dark_energy_core.320			25							2	13	Aggressive	
npc.dark_warrior.531			17				Melee			4	2	Aggressive	
npc.dark_wizard.510			24				Magic			4	6	Aggressive	
npc.dawn.7852			450			75	Melee, Ranged, Magic			6	15	Non-aggressive	
npc.deadly_red_spider.3021			35				Melee			4	3	Aggressive	
npc.death_spawn.10			60				Melee, Typeless			4	2	Aggressive	
npc.death_wing.509			80				Melee			4	8	Aggressive	
npc.defiler.1724			27				Ranged			4	6	Aggressive	
npc.delrith.5079			7				Melee			6	3	Non-aggressive	
npc.demon.142			79				Melee				8	Aggressive	
npc.demonic_brutus.15628			750				Melee			5	43 (Melee), 56+ (Special)	Aggressive	
npc.demonic_gorilla.7144			380				Melee, Ranged, Magic			5	31 (normal), 40 (special attack)	Yes, unless the player has completed Monkey Madness II	
npc.deranged_archaeologist.7806			200				Ranged, Melee			3	25 (melee), 25 (range), 56 (special direct hit), 18+ (special indirect hit)	Aggressive	
npc.derwen.7859			320				Magic, Melee			6	43 (Magic), 16 (Melee)	Aggressive	
npc.desert_lizard.459			25			22	Melee			4	3	Aggressive	
npc.desert_wolf.4649			34				Melee			4	3	Aggressive	
npc.dessourt.4883			130				Melee, Magic			3	19	Aggressive	
npc.dessous.3459			255				Magic, Melee, Ranged			3	37	Aggressive	
npc.deviant_spectre.7279			190			60	Magic			4	8, 14 (without Nose peg)	Aggressive	
npc.dharok_the_wretched.1673			100				Melee			7	29	Aggressive	
npc.dire_bat.15757			90				Typeless Stab			4	6	Aggressive	Poison
npc.dire_gryphon.14859			280			51	Melee			5	20	Non-aggressive	
npc.dire_wolf.3426			85, 74, 10				Melee, Ranged			4	8, 7, 3	Aggressive	
npc.dire_wolf_alpha.13812			100				Melee			4	12	Aggressive	
npc.disciple_of_iban.8997			20				Melee			4	2	No, unless spoken to while not wearing a set of Zamorak monk robes	
npc.dolphin.15234			45				Melee			4	2	Non-aggressive	
npc.don_t_know_what.8439			220				Ranged, Melee			3	10	Aggressive	
npc.donny_the_lad.302			37				Melee			4	4	Non-aggressive	
npc.doom_of_mokhaiotl.14707			525, 550, 575, 600, 625, 650, 675				Melee, Magic, Ranged			6, 5, 4	47, 60 (charge), 50, 80 (charge), 53, 99 (charge), 57, 65	Aggressive	Venom
npc.doomion.8995			87				Melee			4	9	Aggressive	
npc.double_agent.1777			80				Melee			4	5	Aggressive	
npc.drake.8612			225			84	Ranged, Ranged Melee, Dragonfire			4	15 (Ranged), 15 (Ranged melee), 32 (Dragonfire)	Aggressive	
npc.dreadborn_araxyte.13680			350			92	Melee			4	31 (normal), 50 (special attack)	Aggressive	Venom
npc.drink_troll.15164			25				Melee			4	2	Aggressive	
npc.drink_troll_queen.15175			315				Magic			5	21	Aggressive	
npc.druid.3258			30				Melee, Magic			4	4 (Crush), 5 (Magic)	Non-aggressive	
npc.drunken_man.3263			7				Melee			4	1	Non-aggressive	
npc.duck.1838			3				Melee			4	0	Non-aggressive	
npc.duckling.2001			3				Melee			4	0	Non-aggressive	
npc.duke.5258			485				Magic, Melee			5	56 (Melee), 48 (Magic), 101 (Gaze)	Aggressive	
npc.duke_sucellus.12191			485				Magic, Melee			5	56 (Melee), 48 (Magic), 101 (Gaze)	Aggressive	
npc.dungeon_rat.2865			12				Melee			4	2	Non-aggressive	
npc.durial321.13662			9500				Melee, Magic			4	34	Aggressive	
npc.dusk.7851			450			75	Melee, Ranged			6	15 (melee) 33 (special attack), 26 (melee), 15x2 (ranged), 65 (special attack)	Non-aggressive	
npc.dust_devil.423			105	Dust battlestaff		65	Melee, Ranged			4	8	Non-aggressive	
npc.dwarf.290			16				Melee			5, 6, 4	2	Non-aggressive	
npc.dwarf_gang_member.1354			40				Melee			5	5	Non-aggressive	
npc.eadburg.4095			10				Melee			4	1	Non-aggressive	
npc.eagle_ray.15214			55				Melee			4	3	Non-aggressive	
npc.earth_elemental.1366			35				Melee			6	4	Non-aggressive	
npc.earth_warrior.2840			54	Earth warrior champion scroll			Melee			4	5	Aggressive	
npc.earth_warrior_champion.3328			108				Melee			4	9	Aggressive	
npc.earth_wizard.1558			25				Magic			4	6	Non-aggressive	
npc.earthen_nagua.14420			160			48	Melee			4	13 total, [7+6]	Aggressive	
npc.eclipse_moon.13012			500				Typeless Slash			6	32 total [4+8+20]	Aggressive	
npc.eduard.2618			60				Melee			4	2	Non-aggressive	
npc.einar.3675			1				Melee			4	1	Non-aggressive	
npc.elder_aquanite.15502			400			78	Magic			5	34 (normal), 50 (special attack)	Non-aggressive	
npc.elder_chaos_druid.6607			150				Magic			4	17	Aggressive	
npc.elder_custodian_stalker.14704			250			76	Melee, Magic, Bleed			4	10 (melee), 5 (special attack)	Aggressive	
npc.eldric_the_ice_king.14147			600				Melee			7	26 (Melee), 12 (Wall)	Aggressive	
npc.elf_archer.5295			105				Ranged			4	11	Non-aggressive	
npc.elf_warrior.5293			105				Melee			4	10	Non-aggressive	
npc.elidinis_warden.11753			140, 4500				Melee, Ranged, Magic			7	20	Aggressive	
npc.elite_black_knight.13463			90				Melee			6	13	Aggressive	
npc.elite_dark_mage.13469			80				Magic			5	16	Aggressive	
npc.elite_dark_ranger.13467			80				Ranged			5	9	Aggressive	
npc.elite_dark_warrior.13465			80				Melee			5	9	Aggressive	
npc.elite_khazard_guard.13531			85				Melee			4	12	Aggressive	
npc.elvarg.6349			80				Melee, Magic, Dragonfire			4	8 (Slash), 70 (Dragonfire), 10 (with anti-dragon shield)	Aggressive	
npc.embertailed_jerboa.13139			2				Melee			4	0	Non-aggressive	
npc.emissary_acolyte.13732			25				Melee			4	4	Aggressive	
npc.emissary_archer.14407			40				Ranged			5		Aggressive	
npc.emissary_ascended.13744			80				Melee			4	12	Aggressive	
npc.emissary_brawler.13773			35, 55				Melee			4, 5	6, 8	Aggressive	
npc.emissary_chosen.13738			50				Melee			4	8	Aggressive	
npc.emissary_conjurer.13777			40				Magic			5	8	Aggressive	
npc.emissary_enforcer.14268			126				Melee			4	18 (Standard), 30+ (Charge)	Aggressive	
npc.enclave_guard.4381			80				Melee			4	10	Non-aggressive	
npc.ennius_tullus.14331			380				Melee			3	22	Aggressive	
npc.enormous_tentacle.5535			120			87	Magical Ranged			4	2	Non-aggressive	
npc.enraged_barbarian_spirit.5564			190				Melee			4	18	Aggressive	
npc.enraged_boar.11227			25				Melee			4	2	Aggressive	
npc.ent.6594			75				Melee			4	17	Aggressive	
npc.entrana_firebird.4927			5				Melee			4	1	Non-aggressive	
npc.essyllt.8950			320				Melee, Ranged			4	40 (melee), 51 (ranged)	Aggressive	
npc.evelot.12047			160				Melee			4	34	Aggressive	
npc.evil_chicken.1870			120				Magic			4	21	Non-aggressive	
npc.evil_creature.1241					Six visual quest variants consolidated into one mandatory combat family		Melee					Aggressive	
npc.evil_spirit.625			90				Melee			4	28	Aggressive	
npc.experiment.1273			40				Melee			4	6	Non-aggressive	
npc.experiment_no_2.5126			95				Melee, Ranged			4	11 (approx)	Non-aggressive	
npc.fareed.3456			130				Melee, Magic			4	37, 40 (without Ice gloves)	Aggressive	
npc.fear_reaper.1066			25				Melee			4	5	Aggressive	
npc.feral_vampyre.3137			60				Melee			4	8	Aggressive	
npc.ferocious_barbarian_spirit.5566			190				Melee			4	18	Aggressive	
npc.fever_spider.626			40			42	Melee			4	4	Non-aggressive	Poison
npc.fire_elemental.1365			30				Melee			4	4	Non-aggressive	
npc.fire_giant.2075			111				Melee			5	11	Aggressive	
npc.fire_warrior_of_lesarkus.3448			59				Magic			4	8	Aggressive	
npc.fire_wizard.1556			25				Magic			4	6	Non-aggressive	
npc.fiyr_shade.1286			110				Melee			4	11	Aggressive	
npc.fiyr_shadow.1285			110				Melee			4	11	Aggressive	
npc.flambeed.4881			210				Melee, Magic			4	25	Aggressive	
npc.flaming_pyrelord.7394			125			30	Magical Melee			4	7	Non-aggressive	
npc.flawed_golem.10695			25				Melee			5	3	Non-aggressive	
npc.flesh_crawler.2498			25				Melee			3	1	Aggressive	
npc.flight_kilisa.3165			133				Melee			5	15	Aggressive	
npc.flockleader_geerin.3164			132				Ranged			5	25	Aggressive	
npc.foreman.1429			20				Melee			4	3	Non-aggressive	
npc.forgotten_soul.10523			50				Melee			4	2	Non-aggressive	
npc.fortress_guard.4772			22				Melee			6	3	Non-aggressive	
npc.fox.3901			30				Melee			4	4	Non-aggressive	
npc.fragment_of_seren.8917			1000				Melee, Ranged			7	12+12 (standard), 3+3 (Protect from Missiles), Max HP minus 1 (special)	Aggressive	
npc.freidir.3938			50				Melee			4	6	Non-aggressive	
npc.fremennik_warband_archer.12814			50				Ranged			6	14	Aggressive	
npc.fremennik_warband_berserker.12816			48				Melee			6	29	Aggressive	
npc.fremennik_warband_seer.12815			50				Magic			6	12	Aggressive	
npc.frenzied_ice_troll_female.5825			80				Ranged			4	17	Aggressive	
npc.frenzied_ice_troll_grunt.5826			80				Melee			4	21	Aggressive	
npc.frenzied_ice_troll_male.5824			80				Melee			4	17	Aggressive	
npc.frenzied_ice_troll_runt.5823			60				Melee			4	15	Aggressive	
npc.frigatebird.15226			79				Melee			4	8	Non-aggressive	
npc.frog.8702			8				Melee			4	1	Non-aggressive	
npc.frogeel.3600			90				Melee			4	10	Aggressive	
npc.frost_crab.13789			60				Melee			4	1	Aggressive	
npc.frost_dragon.14922			230				Melee, Dragonfire			4	16 (Stab), 50 (Dragonfire)	Aggressive	
npc.frost_nagua.13787			120			48	Magic			5	12 total, [6+6]	Aggressive	
npc.fumus.11283			500				Magic			5	29	Yes (after Nex makes him vulnerable)	Poison
npc.gadderanks.4484			20				Melee			4	3	Non-aggressive	
npc.galina.2625			60				Melee			4	2	Non-aggressive	
npc.galvek.8095			1200				Melee, Ranged, Magic, Dragonfire			6	28 (Ranged), 28 (Slash), 28 (Magic), 121 (Dragonfire), 121 (Dragonfire, Tsunami), Fire traps	Aggressive	
npc.gang_boss.6900			80				Ranged, Melee			3	13, 12	Non-aggressive	
npc.gangster.6896			40, 45, 30				Melee			4, 7	5, 6, 8	Non-aggressive	
npc.gardener.3275			7				Melee			4	1	Non-aggressive	
npc.gargoyle.412			105	Adamant boots, Brittle key, Granite maul, Mystic robe top (dark)		75	Melee			4	11	Aggressive	
npc.gelatinnoth_mother.4884			240				Ranged, Magic, Melee			4	9 (melee), 20x2 (ranged, magic)	Aggressive	
npc.gemstone_crab.14779			∞				Melee			7	1	Aggressive	
npc.general_graardor.2215			255	Bandos chestplate, Bandos hilt, Bandos tassets, Pet general graardor			Melee, Ranged			6	60	Aggressive	
npc.general_khazard.12025			170				Melee			4	9	Yes, after killing Bouncer and talked to.	
npc.georgy.2620			60				Melee			4	2	Non-aggressive	
npc.ghast.946			45				Melee			4	3	Non-aggressive	
npc.ghost.85			25				Melee			4	2	Aggressive	
npc.ghoul.289			50	Ghoul champion scroll			Melee			4	5	Aggressive	
npc.ghoul_champion.3330			100				Melee, Ranged			4	9	Aggressive	
npc.giant_ant.15436			20, 30				Melee			4	3, 4	Non-aggressive	
npc.giant_bat.2834			32				Melee			4	3	Aggressive	
npc.giant_champion.3329			70				Melee			4	5	Aggressive	
npc.giant_crypt_rat.1680			70				Melee			4	6	Aggressive	
npc.giant_crypt_spider.1684			80				Melee			4	8	Aggressive	
npc.giant_frog.477			100				Melee			4	9	Non-aggressive	
npc.giant_goblin.12452			750, 1000, 3500				Melee			4, 5	27	Aggressive	
npc.giant_lobster.2994			32				Melee			4	4	Aggressive	
npc.giant_mole.5779			200				Melee			4	21	Non-aggressive	
npc.giant_mosquito.1041			3				Melee			12	1	Non-aggressive	
npc.giant_rat			25				Melee			4	3	Aggressive	
npc.giant_roc.763			250				Melee, Ranged			6	14	Aggressive	
npc.giant_rock_crab.2261			180				Melee			4	9	Aggressive	
npc.giant_rockslug.7392			77			20	Melee			4	9	Non-aggressive	
npc.giant_scarab.797			130				Melee, Ranged			4	20	Aggressive	Poison
npc.giant_sea_snake.1101			100				Melee, Ranged			4	14	Aggressive	Poison
npc.giant_skeleton.680			70				Melee				8	Aggressive	
npc.giant_snail.5628			125, 150, 160				Ranged			4	8, 13, 17	Yes, after 5 seconds of inactivity.	
npc.giant_spider			50				Melee			4	7	Aggressive	
npc.giant_wasp.15438			30				Melee			4	3	Non-aggressive	
npc.glacies.11286			500				Magic			5	29	Yes (after Nex makes her vulnerable)	
npc.glod.5129			160				Melee			4	25	Aggressive	
npc.glough.7101			575				Melee, Ranged, Magic			6	61	Aggressive	
npc.gnome.5968			3				Melee, Ranged			4	1	Non-aggressive	
npc.gnome_archer.6097			10				Ranged			6	2	Aggressive	
npc.gnome_child.6077			2				Melee			4	0	Non-aggressive	
npc.gnome_driver.6098			10				Melee			6	1	Aggressive	
npc.gnome_guard.6081			31				Melee			6, 4	3	Non-aggressive	
npc.gnome_mage.6099			10				Magic			6	1	Aggressive	
npc.gnome_troop.4973			3				Ranged			4	1	Non-aggressive	
npc.gnome_woman.6086			2				Melee			4	1	Non-aggressive	
npc.goat.1792			21				Melee			4	6	Non-aggressive	
npc.goblin			5, 12, 16				Melee			4, 6	1, 2	Non-aggressive	
npc.goblin_champion.3353			32				Magic			4	4	Non-aggressive	
npc.goblin_guard.5369			43				Melee			4	5	Non-aggressive	
npc.golem.2836			70									Non-aggressive	
npc.golem_guard.14125			150				Melee			4	18	Aggressive	
npc.gorad.4367			80				Melee			4	7	Non-aggressive	
npc.gorak.1834			112				Melee, Typeless			4	14	Aggressive	
npc.grave_scorpion.5372			7				Melee			4	2	Varies	
npc.great_olm.7554			800				Magic, Ranged			4	27, 28, 29 (phase 4), 38 (phases 1 and 2), 39, 41 (phase 4)	Aggressive	Poison
npc.great_white_shark.15200			243				Melee			4	15	Aggressive	
npc.greater_abyssal_demon.7410			400			85	Melee			4	27	Non-aggressive	
npc.greater_demon.2025			87				Melee			4	9	Aggressive	
npc.greater_nechryael.7278			205			80	Melee			4	21	Non-aggressive	
npc.green_dragon.260			75				Dragonfire, Melee			4	8	Aggressive	
npc.grey_golem.4744			80				Melee			4	4	Aggressive	
npc.grimy_lizard.13029			75			44	Melee			4	3	Aggressive	Poison
npc.grip.4919			25				Melee			4	3	Non-aggressive	
npc.grizzly_bear.2838			27				Melee			4	3	Aggressive	
npc.grizzly_bear_cub.3424			35				Melee			4	4	Non-aggressive	
npc.growler.2207			146				Magic			5	16	Aggressive	
npc.growthling.8194			10				Melee			4	5	Aggressive	
npc.gryphon.14857			110			51	Melee			5	8, 20+ (special)	Non-aggressive	
npc.guard			22				Melee			4	3	Non-aggressive	
npc.guard_bandit.1027			27				Melee			4	3	Aggressive	
npc.guardian_drake.10400			590			84	Ranged Melee, Ranged			4	35 (melee), 39+ (spec)	Non-aggressive	
npc.guardian_of_armadyl.3445			50, 40				Melee			5	6	Non-aggressive	
npc.gunthor_the_brave.299			35				Melee			6	4	Aggressive	
npc.guthan_the_infested.1674			100				Melee			5	24	Aggressive	
npc.h_a_m_archer.5157			35				Ranged			10	4	Aggressive	
npc.h_a_m_guard.2536			15				Melee			7, 6, 5	2	Non-aggressive	
npc.h_a_m_mage.5158			35				Magic			10	4	Aggressive	
npc.hammerhead_shark.15196			125				Melee			4	7	Aggressive	
npc.harpie_bug_swarm.464			25			33	Melee			4	6	Aggressive	
npc.head_guard.11093			86				Melee			4	10	Non-aggressive	
npc.head_menaphite_guard.11529			180				Melee			4	16	Aggressive	
npc.head_thief.4248			37				Melee			5	3	Non-aggressive	
npc.headless_beast.10493			100				Melee			4	10 (Melee), 16 (Special attack)	Aggressive	
npc.hellhound.104			116				Melee			4	11	Aggressive	
npc.hengel.3284			7				Melee			4	1	Non-aggressive	
npc.hermit_crab.14852			75				Melee			4	1	Non-aggressive	
npc.hero.3295			82				Melee			5	9	No, unless caught stealing from the gem stall	
npc.hespori.8583			300				Ranged, Magic			6	8x2 (Ranged), 14 (Magic), 40+ (special)	Aggressive	Poison
npc.hill_giant.2098			35				Melee			6	4	Aggressive	
npc.hobgoblin.132			62				Melee			4, 6	6	Aggressive	
npc.hobgoblin_champion.3354			58				Ranged			4	6	Aggressive	
npc.holthion.8996			87				Melee			4	9	Aggressive	
npc.hoop_snake.7802			25				Melee			4	2	Non-aggressive	
npc.hopeless_creature.1072			25				Melee			4	5	Aggressive	
npc.hueycoatl_body.14017			2500				Melee, Magic, Ranged			Varies	14	Aggressive	
npc.hueycoatl_tail.14014			2500				Melee, Magic, Ranged			Varies	14	Aggressive	
npc.huge_spider.134			90				Melee			4	8	Aggressive	
npc.husk.9454			20				Magic, Ranged			4	14	Aggressive	
npc.hydra.8609			300			95	Magic, Ranged			6	22	Aggressive	Poison
npc.hygd.4110			10				Melee			4	1	Non-aggressive	
npc.i_dscim_you.15553			1500, 750				Melee			3	21	Aggressive	
npc.ice_elemental.14151			40				Melee			4	4 (Melee)	Aggressive	
npc.ice_giant.2085			70				Melee			5	7	Aggressive	
npc.ice_queen.4922			104				Melee			4	10	Non-aggressive	
npc.ice_spider.3022			65				Melee			4	6	Aggressive	
npc.ice_troll.648			80				Melee			4	25	Aggressive	
npc.ice_troll_female.1876			80				Ranged			4	17	Non-aggressive	
npc.ice_troll_grunt.1877			80				Melee			4	21	Aggressive	
npc.ice_troll_king.5822			150				Melee, Magic, Ranged			4	21 (melee), 16 (special), 11 (Magic), 7 (Ranged)	Aggressive	
npc.ice_troll_male.1875			80				Melee			4	17	Aggressive	
npc.ice_troll_runt.1874			60				Melee			4	17	Aggressive	
npc.ice_warrior.2841			59				Melee			4	6	Aggressive	
npc.ice_wolf.645			70				Melee			4	10	Aggressive	
npc.icefiend.3140			20				Magic, Melee			4	3	Aggressive	
npc.icelord.852			60				Melee			4	5	Aggressive	
npc.imp.3134			10				Melee			4	1	Non-aggressive	
npc.imp_champion.3355			40				Melee, Ranged			4	1	Aggressive	
npc.impaler_deer.15759			50				Melee			4	12	Aggressive	
npc.imre.2614			60				Melee			4	2	Non-aggressive	
npc.infernal_mage.443			60			45	Magic			4	8	Non-aggressive	
npc.infernal_pyrelord.9465			184			30	Magical Melee			4	10	Non-aggressive	
npc.insatiable_bloodveld.7397			290			50	Magical Melee			4	15	Non-aggressive	
npc.insatiable_mutated_bloodveld.7398			410			50	Magical Melee			4	20	Non-aggressive	
npc.invrigar_the_necromancer.511			24				Magic, Melee			4	3	Non-aggressive	
npc.iorwerth_archer.3428			105				Ranged			4	11	No (Yes, during specific quest(s))	
npc.iorwerth_warrior.3429			105				Melee			4	10	Non-aggressive	
npc.irina.2622			60				Melee			4	2	Non-aggressive	
npc.iron_dragon.272			165				Dragonfire, Melee			4	17	Aggressive	
npc.irvig_senay.3965			125				Melee			4	12	Non-aggressive	
npc.ithoi_the_navigator.7964			55				Magic			5	6	Aggressive	
npc.jackal.4185			27				Melee			4	3	Aggressive	
npc.jaguar.12976			80				Melee			4	6	Aggressive	
npc.jaguar_cub.12977			40				Melee			4	3	Aggressive	
npc.jaguar_warrior.12810			125				Melee			5	47 (x3)	Aggressive	
npc.jail_guard.4276			32				Melee			5	3	No, Yes	
npc.jailer.300			47				Melee			4	5	Non-aggressive	
npc.jake.3863			50				Melee			4	4	Non-aggressive	
npc.jal_ak.7693			40				Ranged, Magic, Melee			6	29	Aggressive	
npc.jal_akrek_ket.7696			15				Melee			4	18	Aggressive	
npc.jal_akrek_mej.7694			15				Magic			4	18	Aggressive	
npc.jal_akrek_xil.7695			15				Ranged			4	18	Aggressive	
npc.jal_imkot.7697			75				Melee			4	49	Aggressive	
npc.jal_mejjak.7708			75				Area Of Effect			3	10	Non-aggressive	
npc.jal_mejrah.7692			25				Ranged			3	19	Aggressive	
npc.jal_nib.7691			10				Melee			4	4	Non-aggressive	
npc.jal_xil.7698			125				Ranged, Melee			4	46 (Ranged), 19 (Melee)	Aggressive	
npc.jal_zek.7699			220				Magic, Melee			4	70 (Magic), 52 (Melee)	Aggressive	
npc.jaltok_jad.7700			350				Ranged, Magic, Melee			8	113	Aggressive	
npc.javelin_colossus.12817			220				Ranged			5	48, 49 (Relentless I), 51 (Relentless II), 54 (Relentless III)	Aggressive	
npc.jeff.3282			7				Melee			4	1	Non-aggressive	
npc.jelly.437			75			52	Magic, Melee			4	5	Non-aggressive	
npc.jennella.3944			50				Melee			4	6	Non-aggressive	
npc.jhallan.12353			1500				Magic			4	26	Aggressive	
npc.jogre.2094			60				Melee			6	7	Aggressive	
npc.jogre_champion.3356			120				Melee			4	10	Aggressive	Poison
npc.jonny_the_beard.14139			8				Melee			4	1	Non-aggressive	
npc.joseph.2616			60				Melee			4	2	Non-aggressive	
npc.jubbly_bird.4863			20							No	0 (Does not attack)	Non-aggressive	
npc.jubster.3604			60				Melee			4	9	Aggressive	
npc.judge_of_yama.10938			400				Magic			5	18 (aoe), 29 (fire surge)	Aggressive	
npc.jungle_demon.1443			170				Magic, Melee			6	32	Aggressive	
npc.jungle_horror.1042			45				Melee			4	8	Aggressive	
npc.jungle_spider.3020			50				Melee			4	6	Aggressive	
npc.jungle_wolf.232			69				Melee			4	6	Aggressive	
npc.justiciar_zachariah.7858			320				Magic, Melee			6	43 (melee), 26 (magic)	Non-aggressive	
npc.juvenile_custodian_stalker.14702			135			54	Melee, Bleed			4	6	Aggressive	
npc.k_ril_tsutsaroth.3129			255	Pet k'ril tsutsaroth, Staff of the dead, Steam battlestaff, Zamorak hilt			Magic, Melee			6	30	Aggressive	Poison
npc.kalphite_guardian.959			170				Melee			4	12	Aggressive	Poison
npc.kalphite_queen.963			255	Dragon chainbody, Jar of sand, Kalphite princess, Kq head			Magic, Melee, Ranged			4	31	Aggressive	
npc.kalphite_soldier.138			90				Melee			4	8	Aggressive	Poison
npc.kalphite_worker.955			40				Melee			4	3	Non-aggressive	
npc.kalrag.8993			78				Melee			4	9	Aggressive	
npc.kamil.3458			255				Magic, Melee			4	43	Aggressive	
npc.karamel.4882			250				Magic, Ranged			3	7x2 (Magic), 20 (Ranged)	Aggressive	
npc.karil_the_tainted.1675			100				Ranged			4	20	Aggressive	
npc.kasonde.12262			240				Ranged, Melee			3	20	Aggressive	Venom
npc.kasonde_the_craven.12331			200				Ranged, Melee			3	22	Aggressive	
npc.kebbit.1494			50				Melee				1	Aggressive	
npc.keef.7105			180				Melee			5	47	Aggressive	
npc.kephri.11719			80				Magic			6	24	Aggressive	
npc.ket_zek.3125			160				Magic, Melee			4	52	Aggressive	
npc.ketla_the_unworthy.12329			200, 1				Ranged			3	18	Aggressive	
npc.khazard_commander.4972			22				Melee			4	5	Non-aggressive	
npc.khazard_guard.1208			25				Melee			4	3	Non-aggressive	
npc.khazard_ogre.1225			60				Melee			6	8	Aggressive	
npc.khazard_scorpion.1226			40				Melee			4	5	Aggressive	
npc.khazard_trooper.4969			22				Melee			5, 6	3	Non-aggressive	
npc.khazard_warlord.6390			170				Melee			4	10	Yes, when talked to.	
npc.killerwatt.469			51			37	Magic, Melee, Ranged			2	6	Non-aggressive	
npc.king_black_dragon.239			240	Kbd heads, Prince black dragon			Dragonfire, Melee			4	25	Aggressive	Poison
npc.king_kurask.7405			270			70	Melee			4	33	Aggressive	
npc.king_roald.4163			75				Melee			4	3	Aggressive	
npc.king_sand_crab.7266			200				Melee			4	6	Aggressive	
npc.king_scorpion.3027			30				Melee			4	4	Aggressive	
npc.knight_of_ardougne.3297			52				Melee			5	6 (regular hit), 3 (pickpocket failure)	Non-aggressive	
npc.knight_of_saradomin.2213			135				Melee			6	11	Aggressive	
npc.knight_of_varlamore.12916			52				Melee			5	8	Non-aggressive	
npc.kob.7107			200				Melee			5	57 (normal), 27 (Protect from Melee)	Non-aggressive	
npc.kolodion.1609			107				Magic			7, 4	20	Aggressive	Poison
npc.koschei_the_deathless.3897			30 / 50 / 70 / 255		Four-form quest encounter; combat level is intentionally hidden		Melee			4 / 1	3 / 5 / 7 / 1	Aggressive	
npc.kraka.928			120				Melee			6	23	Aggressive	
npc.kraken.494			255	Jar of dirt, Pet kraken		87	Magic, Typeless			4	28	Non-aggressive	
npc.kree_arra.3162			255	Armadyl chainskirt, Armadyl chestplate, Armadyl helmet, Armadyl hilt, Pet kree'arra			Magic, Melee, Ranged			3	69	Aggressive	
npc.kroy.9560			209				Magic, Melee			4	15	Aggressive	
npc.kruk.6805			210				Melee, Ranged			4	33 (melee), 37 (ranged)	Aggressive	
npc.ksenia.2627			60				Melee			4	2	Non-aggressive	
npc.kurask.410			97	Kurask head, Leaf-bladed battleaxe, Mystic robe top (light)		70	Melee			4	11	Aggressive	
npc.lanzig.3940			50				Melee			4	6	Non-aggressive	
npc.large_chicken.14510			30				Melee			4	2	Aggressive	
npc.large_mosquito.6272			3				Melee			4	1	Aggressive	
npc.lava_dragon.6593			230				Melee, Dragonfire			4	23 (Melee), 50 (Dragonfire)	Aggressive	
npc.lava_strykewyrm.15500			150			62	Melee, Ranged			5	10 (Melee), 12 (Ranged)	Aggressive	
npc.leech.3233			45				Melee			4	3	Aggressive	
npc.lensa.3943			50				Melee			4	6	Non-aggressive	
npc.leon_d_cour.3360			123				Melee			4	13	Aggressive	
npc.lesser_demon.2005			79				Melee			4	8	Aggressive	
