card_id	examine_text	source	reference
npc.frenita.8685	A recipe for success... in cooking.	Old School RuneScape Wiki	Frenita; revision 14993014; canonical ID 8685
npc.frenzied_ice_troll_female.5825	An ice troll with a bag of rocks. All brawn and no loot.	Old School RuneScape Wiki	Frenzied ice troll female; revision 15200373; canonical ID 5825
npc.frenzied_ice_troll_grunt.5826	A large ice troll. All brawn and no loot.	Old School RuneScape Wiki	Frenzied ice troll grunt; revision 15200374; canonical ID 5826
npc.frenzied_ice_troll_male.5824	A male troll wielding a large club. All brawn and no loot.	Old School RuneScape Wiki	Frenzied ice troll male; revision 15200375; canonical ID 5824
npc.frenzied_ice_troll_runt.5823	An ice troll youngling. All brawn and no loot.	Old School RuneScape Wiki	Frenzied ice troll runt; revision 15200372; canonical ID 5823
npc.friendly_forester.6724	He's at home in the forests.	Old School RuneScape Wiki	Friendly Forester; revision 15271647; canonical ID 6724
npc.frigatebird.15226	A magnificent sea bird, effortlessly soaring in the sky.	Old School RuneScape Wiki	Frigatebird; revision 15233961; canonical ID 15226
npc.frincos.3215	Kind of funny looking.	Old School RuneScape Wiki	Frincos; revision 15196443; canonical ID 3215
npc.frizzy_skernip.2684	Perhaps this gardener might look after your crops for you.	Old School RuneScape Wiki	Frizzy Skernip; revision 14885448; canonical ID 2684
npc.frog.8702	It eats flies.	Old School RuneScape Wiki	Frog; revision 15215856; canonical ID 8702
npc.frogeel.3600	Is it a frog, or is it an eel?	Old School RuneScape Wiki	Frogeel; revision 15211352; canonical ID 3600
npc.frost_crab.13789	No one likes crabs...	Old School RuneScape Wiki	Frost Crab; revision 15200547; canonical ID 13789
npc.frost_dragon.14922	Ice to see you, to see you ice!	Old School RuneScape Wiki	Frost dragon; revision 15276466; canonical ID 14922
npc.frost_nagua.13787	Brittle, cold and shimmering with frost magic.	Old School RuneScape Wiki	Frost Nagua; revision 15276262; canonical ID 13787
npc.fuggy.7090	A half-pint barman.	Old School RuneScape Wiki	Fuggy; revision 14992329; canonical ID 7090
npc.fumus.11283	A mage who has mastered the art of smoke magic.	Old School RuneScape Wiki	Fumus; revision 15221135; canonical ID 11283
npc.fur_merchant.13335	Her goods can keep you warm.	Old School RuneScape Wiki	Fur Merchant; revision 15197120; canonical ID 13335
npc.fur_trader.3210	Knows how to keep warm in the winter.	Old School RuneScape Wiki	Fur trader (East Ardougne); revision 14991956; verified ID 3210,8727
npc.gabooty.6424	A native of Tai Bwo Wannai.	Old School RuneScape Wiki	Gabooty; revision 14992493; canonical ID 6424
npc.gadderanks.4484	A human working for the vampyres.	Old School RuneScape Wiki	Gadderanks; revision 15199449; canonical ID 4484
npc.gaius.7798	Ironically, makes a living from swords.	Old School RuneScape Wiki	Gaius; revision 14993020; canonical ID 7798
npc.galathil.9114	Exploring the city heights.	Old School RuneScape Wiki	Galathil; revision 14769607; canonical ID 9114
npc.galina.2625	She seems light on her feet.	Old School RuneScape Wiki	Galina; revision 15199953; canonical ID 2625
npc.galvek.8095	This is what fear looks like.When dead: This is what death looks like.	Old School RuneScape Wiki	Galvek; revision 15272224; canonical ID 8095
npc.gamfred.2459	The guild engineer.	Old School RuneScape Wiki	Gamfred; revision 14768009; canonical ID 2459
npc.gang_boss.6900	He directs various nefarious activities around Kourend.	Old School RuneScape Wiki	Gang boss; revision 15199837; canonical ID 6900
npc.gangster.6896	He's plotting something.	Old School RuneScape Wiki	Gangster; revision 15199836; canonical ID 6896
npc.garden_supplier.3102	She has green fingers. (Not literally.)	Old School RuneScape Wiki	Garden supplier; revision 15096069; canonical ID 3102
npc.gardener.3275	An old gardener.	Old School RuneScape Wiki	Gardener; revision 15258506; canonical ID 3275
npc.gardener_gunnhild.3656	She's looking a bit weedy.	Old School RuneScape Wiki	Gardener Gunnhild; revision 15119129; canonical ID 3656
npc.gargoyle.412	Flies like a rock.	Old School RuneScape Wiki	Gargoyle; revision 15253025; canonical ID 412
npc.garth.2669	Perhaps this gardener might look after your crops for you.	Old School RuneScape Wiki	Garth; revision 14885409; canonical ID 2669
npc.gelatinnoth_mother.4884	Deadly AND fruity!	Old School RuneScape Wiki	Gelatinnoth Mother; revision 15199515; canonical ID 4884
npc.gelmir.9059	Back and forth, back and forth, all day long.	Old School RuneScape Wiki	Gelmir; revision 15020119; canonical ID 9059
npc.gem_merchant.3207	Seems very well off.	Old School RuneScape Wiki	Gem merchant; revision 15267912; family ID match 8723
npc.gem_trader.2874	Makes his money selling rocks.	Old School RuneScape Wiki	Gem trader; revision 15047410; canonical ID 2874
npc.gemstone_crab.14779	The shiniest crustacean this side of the shoreline.	Old School RuneScape Wiki	Gemstone Crab; revision 15271566; canonical ID 14779
npc.general_graardor.2215	A huge war chief.	Old School RuneScape Wiki	General Graardor; revision 15276905; canonical ID 2215
npc.general_khazard.12025	He looks really nasty. Smells bad too.	Old School RuneScape Wiki	General Khazard; revision 15216084; canonical ID 12025
npc.georgy.2620	A simple villager.	Old School RuneScape Wiki	Georgy; revision 15199955; canonical ID 2620
npc.gerrant.1790	An expert on fishing.	Old School RuneScape Wiki	Gerrant; revision 15146532; family ID match 2891
npc.gethin.1482	Looks like he knows his way around a kitchen.	Old School RuneScape Wiki	Gethin; revision 14993029; canonical ID 1482
npc.ghast.946	Arrghhh... A ghast!	Old School RuneScape Wiki	Ghast; revision 15266981; canonical ID 946
npc.ghost.85	Eeek! A ghost!	Old School RuneScape Wiki	Ghost; revision 15212981; canonical ID 85
npc.ghost_banker.3003	A ghost banker.	Old School RuneScape Wiki	Ghost banker; revision 15003244; canonical ID 3003
npc.ghost_captain.3005	A ghostship captain.	Old School RuneScape Wiki	Ghost captain; revision 14768954; canonical ID 3005
npc.ghost_guard.6698	This ghost guards the gates of Port Phasmatys.	Old School RuneScape Wiki	Guard (Deadman Mode); revision 15200108; verified ID 6698
npc.ghost_shopkeeper.3000	Beware the ghostly shopkeeper's wares!	Old School RuneScape Wiki	Ghost shopkeeper; revision 14993032; canonical ID 3000
npc.ghoul.289	It's totally savage.	Old School RuneScape Wiki	Ghoul; revision 15271680; canonical ID 289
npc.ghoul_champion.3330	Champion of the ghouls.	Old School RuneScape Wiki	Ghoul Champion; revision 15213168; canonical ID 3330
npc.giant_ant.15436	I shall call him Anthony.	Old School RuneScape Wiki	Giant ant; revision 15200733; canonical ID 15436
npc.giant_bat.2834	An annoying flappy thing.	Old School RuneScape Wiki	Giant bat; revision 15258141; canonical ID 2834
npc.giant_champion.3329	Champion of the giants.	Old School RuneScape Wiki	Giant Champion; revision 15213169; canonical ID 3329
npc.giant_crypt_rat.1680	A nasty overgrown rodent.	Old School RuneScape Wiki	Giant crypt rat; revision 15199840; canonical ID 1680
npc.giant_crypt_spider.1684	Not very incey wincey.	Old School RuneScape Wiki	Giant crypt spider; revision 15199758; canonical ID 1684
npc.giant_frog.477	It didn't get that big eating flies.	Old School RuneScape Wiki	Giant frog; revision 15215861; canonical ID 477
npc.giant_goblin.12452	An ugly green creature.	Old School RuneScape Wiki	Giant goblin; revision 15217952; canonical ID 12452
npc.giant_lobster.2994	An extremely vicious lobster.	Old School RuneScape Wiki	Giant Lobster; revision 15272822; family ID match 4800
npc.giant_mole.5779	Holy Mole-y!	Old School RuneScape Wiki	Giant Mole; revision 15271556; canonical ID 5779
npc.giant_mosquito.1041	A flying blood sucker.	Old School RuneScape Wiki	Giant mosquito; revision 15199686; canonical ID 1041
npc.giant_rat	Overgrown vermin.	Old School RuneScape Wiki	Giant rat; revision 15260179; canonical ID 2856
npc.giant_roc.763	A very, very large mountain-dwelling bird.	Old School RuneScape Wiki	Giant Roc; revision 15218450; canonical ID 763
npc.giant_rock_crab.2261	No one likes crabs... especially really big ones!	Old School RuneScape Wiki	Giant Rock Crab; revision 15231255; canonical ID 2261
npc.giant_rockslug.7392	The slime of greater evil.	Old School RuneScape Wiki	Giant rockslug; revision 15215863; canonical ID 7392
npc.giant_scarab.797	A huge scarab.	Old School RuneScape Wiki	Giant Scarab; revision 15199518; canonical ID 797
npc.giant_sea_snake.1101	A big snake that lives in the sea. How did it get in here?	Old School RuneScape Wiki	Giant Sea Snake; revision 15199601; canonical ID 1101
npc.giant_skeleton.680	A giant skeleton.	Old School RuneScape Wiki	Giant skeleton (Shadow Dungeon); revision 15199812; verified ID 680
npc.giant_snail.5628	Euew.	Old School RuneScape Wiki	Giant snail; revision 15210044; canonical ID 5628
npc.giant_spider	I think this spider has been genetically modified.	Old School RuneScape Wiki	Giant spider; revision 15199262; canonical ID 3017
npc.giant_wasp.15438	That stinger has to hurt...	Old School RuneScape Wiki	Giant wasp; revision 15200734; canonical ID 15438
npc.gileth.2683	Perhaps this gardener might look after your crops for you.	Old School RuneScape Wiki	Gileth; revision 14885412; canonical ID 2683
npc.glacies.11286	A mage who has mastered the art of ice magic.	Old School RuneScape Wiki	Glacies; revision 15221131; canonical ID 11286
npc.glenda.9163	Makes a pretty penny selling gems.	Old School RuneScape Wiki	Glenda; revision 14991986; canonical ID 9163
npc.glod.5129	A cloud giant.	Old School RuneScape Wiki	Glod; revision 15221322; canonical ID 5129
npc.glorfindel.9073	I don't think he gets any space to himself.	Old School RuneScape Wiki	Glorfindel; revision 14769574; canonical ID 9073
npc.glough.7101	A gnome consumed by his own wrath.	Old School RuneScape Wiki	Glough; revision 15238403; family ID match 7101,7102
npc.gnome.5968	Like a mini man!	Old School RuneScape Wiki	Gnome; revision 15267437; family ID match 5969
npc.gnome_archer.6097	A Gnome Arrow-chucker	Old School RuneScape Wiki	Gnome Archer; revision 15199841; canonical ID 6097
npc.gnome_banker.6084	Banks gnomish things.	Old School RuneScape Wiki	Gnome banker; revision 15238382; canonical ID 6084
npc.gnome_child.6077	Small, even by gnome standards.	Old School RuneScape Wiki	Gnome child; revision 15249766; canonical ID 6077
npc.gnome_driver.6098	Yee haa!	Old School RuneScape Wiki	Gnome Driver; revision 15199842; canonical ID 6098
npc.gnome_guard.6081	A tree gnome guard.	Old School RuneScape Wiki	Gnome guard; revision 15238383; canonical ID 6081
npc.gnome_mage.6099	A battle mage of the gnomish variety.	Old School RuneScape Wiki	Gnome Mage; revision 15199843; canonical ID 6099
npc.gnome_troop.4973	It's a tree gnome trooper.	Old School RuneScape Wiki	Gnome troop; revision 15238385; canonical ID 4973
npc.gnome_waiter.2657	He can serve you gnome food.	Old School RuneScape Wiki	Gnome Waiter; revision 15238390; canonical ID 2657
npc.gnome_woman.6086	A female gnome.	Old School RuneScape Wiki	Gnome woman; revision 15238427; canonical ID 6086
npc.goat.1792	They'll eat anything!	Old School RuneScape Wiki	Goat; revision 15212979; canonical ID 1792
npc.goblin	An ugly green creature.	Old School RuneScape Wiki	Goblin; revision 15257812; canonical ID 3028
npc.goblin_champion.3353	Champion of the goblins.	Old School RuneScape Wiki	Goblin Champion; revision 15213170; canonical ID 3353
npc.goblin_guard.5369	He doesn't look like he'd trust his own mother.	Old School RuneScape Wiki	Goblin guard; revision 15199782; canonical ID 5369
npc.golem.2836	A creature made from clay.	Old School RuneScape Wiki	Golem (unused NPC); revision 15204791; verified ID 2836
npc.golem_guard.14125	A rocky horror.	Old School RuneScape Wiki	Golem guard; revision 15200562; canonical ID 14125
npc.golova.6953	She runs the bar.	Old School RuneScape Wiki	Golova; revision 15003292; canonical ID 6953
npc.gorad.4367	Big, dumb and ugly.	Old School RuneScape Wiki	Gorad; revision 15199459; canonical ID 4367
npc.gorak.1834	Gorak by name, Gorak by nature.	Old School RuneScape Wiki	Gorak; revision 15275535; canonical ID 1834
npc.goreu.5297	An elf of Lletya.	Old School RuneScape Wiki	Goreu; revision 15029981; canonical ID 5297
npc.grace.5919	An amazingly agile lady.	Old School RuneScape Wiki	Grace; revision 15249517; canonical ID 5919
npc.grand_exchange_clerk.2148	He can set up offers on the Exchange for you.	Old School RuneScape Wiki	Grand Exchange Clerk; revision 15101307; canonical ID 2148
npc.grave_scorpion.5372	A vicious, little, stinging thing.	Old School RuneScape Wiki	Grave scorpion; revision 15199989; canonical ID 5372
npc.great_olm.7554	Ferocious. It's unnerving.	Old School RuneScape Wiki	Great Olm; revision 15232075; canonical ID 7554
npc.great_white_shark.15200	Jaws with such strength they can rip apart metal cages.	Old School RuneScape Wiki	Great white shark; revision 15260695; canonical ID 15200
npc.greater_abyssal_demon.7410	A greater denizen of the Abyss.	Old School RuneScape Wiki	Greater abyssal demon; revision 15199904; canonical ID 7410
npc.greater_demon.2025	Big, red, and incredibly evil. Big, purple, and incredibly evil.	Old School RuneScape Wiki	Greater demon; revision 15203743; canonical ID 2025
npc.greater_nechryael.7278	An evil death demon.	Old School RuneScape Wiki	Greater Nechryael; revision 15272585; canonical ID 7278
npc.greater_skeleton_hellhound.6614	Can never possibly go hungry.	Old School RuneScape Wiki	Greater Skeleton Hellhound (Vet'ion); revision 15199772; verified ID 6614
npc.green_dragon.260	Must be related to Elvarg.	Old School RuneScape Wiki	Green dragon; revision 15272936; canonical ID 260
npc.greengrocer.776	At least he eats his greens.	Old School RuneScape Wiki	Greengrocer; revision 14993124; canonical ID 776
npc.gregory.14912	He's hooked on trading.	Old School RuneScape Wiki	Gregory; revision 15197634; canonical ID 14912
npc.grey_golem.4744	An animated clay statue.	Old School RuneScape Wiki	Grey golem; revision 15199724; canonical ID 4744
npc.grigor_rasputin.9697	It was a shame how he carried on.	Old School RuneScape Wiki	Grigor Rasputin; revision 15232885; canonical ID 9697
npc.grimy_lizard.13029	An ecosystem of a creature.	Old School RuneScape Wiki	Grimy Lizard; revision 15200499; canonical ID 13029
npc.grinka_krast.9720	A juvenile vampyre. Looks to be selling something.	Old School RuneScape Wiki	Grinka Krast; revision 14992248; canonical ID 9720
npc.grip.4919	Looks like he's been in the wars...	Old School RuneScape Wiki	Grip; revision 15199713; canonical ID 4919
npc.grizzly_bear.2838	Eek! A bear!	Old School RuneScape Wiki	Grizzly bear; revision 15199247; canonical ID 2838
npc.grizzly_bear_cub.3424	Eek! A bear cub!	Old School RuneScape Wiki	Grizzly bear cub; revision 15199984; canonical ID 3424
npc.group_storage_tutor.11230	Ready to teach you about group storage.	Old School RuneScape Wiki	Group Storage tutor; revision 15196898; canonical ID 11230
npc.growler.2207	Defender of the faithful.	Old School RuneScape Wiki	Growler; revision 15199495; canonical ID 2207
npc.growthling.8194	Off-shoots of evil.	Old School RuneScape Wiki	Growthling; revision 15240558; canonical ID 8194
npc.grum.1789	Loves his gold!	Old School RuneScape Wiki	Grum; revision 15146546; family ID match 2889
npc.gryphon.14857	A vicious predatory bird-like monster.	Old School RuneScape Wiki	Gryphon; revision 15271606; canonical ID 14857
npc.guard	He tries to keep order around here.	Old School RuneScape Wiki	Guard; revision 15275376; family ID match 3270
npc.guard_bandit.1027	Bandit Camp guard.	Old School RuneScape Wiki	Guard Bandit; revision 15199825; canonical ID 1027
npc.guardian_drake.10400	It's really winging the whole dragon thing, isn't it?	Old School RuneScape Wiki	Guardian Drake; revision 15234214; canonical ID 10400
npc.guardian_mummy.1779	Who's your mummy?	Old School RuneScape Wiki	Guardian mummy; revision 15152008; canonical ID 1779
npc.guardian_of_armadyl.3445	A warrior who has devoted their life to Armadyl.	Old School RuneScape Wiki	Guardian of Armadyl; revision 15199629; canonical ID 3445
npc.guildmaster_jane.8587	Head of the Farming Guild.	Old School RuneScape Wiki	Guildmaster Jane; revision 15196661; canonical ID 8587
npc.guilin.9070	Is that his cart?	Old School RuneScape Wiki	Guilin; revision 14769553; canonical ID 9070
npc.guinevere.9164	She's got a colourful personality.	Old School RuneScape Wiki	Guinevere; revision 14991962; canonical ID 9164
npc.gulldamar.2364	He has lots of silver on display. And only silver.	Old School RuneScape Wiki	Gulldamar; revision 14992093; canonical ID 2364
npc.gulluck.15	He sells weapons.	Old School RuneScape Wiki	Gulluck; revision 15238351; canonical ID 15
npc.gummy.3598	He wishes he had teeth.	Old School RuneScape Wiki	'Gummy'; revision 15241811; canonical ID 3598
npc.gundai.1600	He must get lonely out here.	Old School RuneScape Wiki	Gundai; revision 14768026; canonical ID 1600
npc.gunslik.2359	Proprietor of Gunslik's Assorted Items.	Old School RuneScape Wiki	Gunslik; revision 15239693; canonical ID 2359
npc.gunthor_the_brave.299	A mighty warrior!	Old School RuneScape Wiki	Gunthor the brave; revision 15199414; canonical ID 299
npc.guppa.15064	A tortugan juvenile who's learning the ways of farming.	Old School RuneScape Wiki	Guppa; revision 15197439; canonical ID 15064
npc.gurtob.15100	An Barracuda ogre... captain? sailor?	Old School RuneScape Wiki	Gurtob; revision 15237357; canonical ID 15100
npc.guthan_the_infested.1674	A vengeful spirit corrupted by dark magic.	Old School RuneScape Wiki	Guthan the Infested; revision 15199258; canonical ID 1674
npc.gwallter.9158	The owner of the city's general store.	Old School RuneScape Wiki	Gwallter; revision 14991999; canonical ID 9158
npc.gwyn.9159	Looks like he'd be pretty handy with a pickaxe.	Old School RuneScape Wiki	Gwyn; revision 14991998; canonical ID 9159
npc.gwyna.15107	An elven captain and a member of the Barracudas.	Old School RuneScape Wiki	Gwyna; revision 15197446; canonical ID 15107
npc.gyr_falcon.1342	A trained hunting bird.	Old School RuneScape Wiki	Gyr Falcon; revision 14889201; canonical ID 1342
npc.h_a_m_archer.5157	He looks pretty skilled with that bow.	Old School RuneScape Wiki	H.A.M. Archer; revision 15199383; canonical ID 5157
npc.h_a_m_guard.2536	A guard for the 'Humans Against Monsters' group.	Old School RuneScape Wiki	H.A.M. Guard; revision 15199388; canonical ID 2536
npc.h_a_m_mage.5158	He bristles with arcane power.	Old School RuneScape Wiki	H.A.M. Mage; revision 15199436; canonical ID 5158
npc.h_a_m_member.2540	A member of the 'Humans Against Monsters' group.	Old School RuneScape Wiki	H.A.M. Member; revision 15267288; canonical ID 2540
npc.haemas_lamescus.9698	He walks with a sense of importance... I wonder what he's doing.	Old School RuneScape Wiki	Haemas Lamescus; revision 14813304; canonical ID 9698
npc.hairdresser.1305	Anyone fancy a trim?	Old School RuneScape Wiki	Hairdresser; revision 15156414; canonical ID 1305
npc.hajedy.5356	A cart driver; it looks like he's quite experienced.	Old School RuneScape Wiki	Hajedy; revision 15136519; canonical ID 5356
npc.halla.3678	She owns the clothes shop.	Old School RuneScape Wiki	Halla; revision 15018152; family ID match 1079
npc.hamab.5253	A female monkey skilled in crafting.	Old School RuneScape Wiki	Hamab; revision 14992580; canonical ID 5253
npc.haming.768	A subject of Etceteria.	Old School RuneScape Wiki	Haming; revision 15008208; canonical ID 768
npc.hammerhead_shark.15196	Incredibly strange looking. Still very dangerous.	Old School RuneScape Wiki	Hammerhead shark; revision 15228830; canonical ID 15196
npc.hari.1325	Strange looking fella.	Old School RuneScape Wiki	Hari; revision 15239695; canonical ID 1325
npc.harminia.12766	Perhaps this gardener might look after your crops for you.	Old School RuneScape Wiki	Harminia; revision 15207839; canonical ID 12766
npc.harpie_bug_swarm.464	A swarm of bugs.	Old School RuneScape Wiki	Harpie Bug Swarm; revision 15199232; canonical ID 464
npc.harry.3213	Something fishy about him.	Old School RuneScape Wiki	Harry; revision 15051747; canonical ID 3213
npc.hatna.12707	She works on the railroad.	Old School RuneScape Wiki	Hatna; revision 14995146; canonical ID 12707
npc.head.5644	I'm glad I can't see the rest of it!	Old School RuneScape Wiki	Head (Temple Trekking); revision 15199706; verified ID 5644
npc.head_guard.11093	The other guards won't be messing around with him about.	Old School RuneScape Wiki	Head Guard; revision 15199829; canonical ID 11093
npc.head_menaphite_guard.11529	They seem to be in some sort of trance.	Old School RuneScape Wiki	Head Menaphite Guard; revision 15200294; canonical ID 11529
npc.head_thief.4248	The head of the treacherous blanket stealing gang.	Old School RuneScape Wiki	Head Thief; revision 15199898; canonical ID 4248
npc.headless_beast.10493	Looks like it might have been a bear once.	Old School RuneScape Wiki	Headless Beast (hard); revision 15200669; canonical ID 10493
npc.heckel_funch.16	It's another jolly tree gnome.	Old School RuneScape Wiki	Heckel Funch; revision 15238352; canonical ID 16
npc.helemos.4924	A retired hero.	Old School RuneScape Wiki	Helemos; revision 15107602; canonical ID 4924
npc.helga.770	A subject of Etceteria.	Old School RuneScape Wiki	Helga; revision 14994395; canonical ID 770
npc.hellhound.104	Hello, nice doggy...	Old School RuneScape Wiki	Hellhound; revision 15199231; canonical ID 104
npc.helpful_spirit.11694	He's here to help.	Old School RuneScape Wiki	Helpful Spirit; revision 15196964; canonical ID 11694
npc.henderson.14866	He smells a bit fishy.	Old School RuneScape Wiki	Henderson; revision 15197342; canonical ID 14866
npc.hendor.7717	He runs the guild's ore shop.	Old School RuneScape Wiki	Hendor; revision 14993149; canonical ID 7717
npc.hengel.3284	A citizen of Rimmington.	Old School RuneScape Wiki	Hengel; revision 15200027; canonical ID 3284
npc.hermit_crab.14852	Why so crabby?	Old School RuneScape Wiki	Hermit crab; revision 15200699; canonical ID 14852
npc.hero.3295	Heroic!	Old School RuneScape Wiki	Hero; revision 15267440; canonical ID 3295
npc.herquin.6529	Seems very well-off.	Old School RuneScape Wiki	Herquin; revision 15006222; canonical ID 6529
npc.hervi.2362	A gem stall owner, with goods from the deepest of mines.	Old School RuneScape Wiki	Hervi; revision 15012900; canonical ID 2362
npc.heskel.2679	Perhaps this gardener might look after your crops for you.	Old School RuneScape Wiki	Heskel; revision 14885420; canonical ID 2679
npc.hespori.8583	A big angry plant.	Old School RuneScape Wiki	Hespori; revision 15254943; canonical ID 8583
npc.hickton.3212	A master fletcher.	Old School RuneScape Wiki	Hickton; revision 14992270; canonical ID 3212
npc.highwayman	He holds up passers by.	Old School RuneScape Wiki	Highwayman; revision 15199203; canonical ID 518
npc.hill_giant.2098	A very large foe.	Old School RuneScape Wiki	Hill Giant; revision 15272933; canonical ID 2098
npc.hirko.2783	A seller of crossbow parts.	Old School RuneScape Wiki	Hirko; revision 14992092; canonical ID 2783
npc.historian_aldo.7615	An expert in natural history.	Old School RuneScape Wiki	Historian Aldo; revision 14903758; canonical ID 7615
npc.hobgoblin.132	An ugly, smelly creature.	Old School RuneScape Wiki	Hobgoblin; revision 15275492; family ID match 3049
npc.hobgoblin_champion.3354	Champion of the hobgoblins.	Old School RuneScape Wiki	Hobgoblin Champion; revision 15213171; canonical ID 3354
npc.holgart.5069	A very good sailor.	Old School RuneScape Wiki	Holgart; revision 14767448; canonical ID 5069
npc.holoy.2784	A seller of crossbow parts.	Old School RuneScape Wiki	Holoy; revision 15095487; canonical ID 2784
npc.holthion.8996	One of the guardians of Iban.	Old School RuneScape Wiki	Holthion; revision 15199630; canonical ID 8996
npc.honest_jimmy.1816	I can't wait to buy from a guy with Honest in his name...	Old School RuneScape Wiki	Honest Jimmy; revision 15124021; canonical ID 1816
npc.hoop_snake.7802	Must catch the tail.	Old School RuneScape Wiki	Hoop Snake; revision 15200017; canonical ID 7802
npc.hopeless_beast.4696	A hopeless poor creature.	Old School RuneScape Wiki, manually identity-reviewed	Hopeless creature; revision 15199413; canonical ID 4696; reviewed model-identical Hopeless creature identity
npc.hopeless_creature.1072	A hopeless poor creature.	Old School RuneScape Wiki	Hopeless creature; revision 15199413; canonical ID 1072
npc.horace.6943	A shopkeeper.	Old School RuneScape Wiki	Horace; revision 14992435; canonical ID 6943
npc.hordal.12704	He works on the railroad.	Old School RuneScape Wiki	Hordal; revision 14995143; canonical ID 12704
npc.horvik.2882	The man with the armour.	Old School RuneScape Wiki	Horvik; revision 14991870; canonical ID 2882
npc.hring_hring.1941	Harder than the rock he sells.	Old School RuneScape Wiki	Hring Hring; revision 14992484; canonical ID 1941
npc.hudo.12	It's another jolly tree gnome.	Old School RuneScape Wiki	Hudo; revision 14992063; canonical ID 12
npc.hueycoatl_body.14017	There's a monster in this mountain...	Old School RuneScape Wiki	Hueycoatl body; revision 15261562; family ID match 14017
npc.hueycoatl_tail.14014	I'd best avoid that.	Old School RuneScape Wiki	Hueycoatl tail; revision 15261562; family ID match 14014
npc.huge_spider.134	No spider could grow that big! It's unrealistic!	Old School RuneScape Wiki	Huge spider; revision 15199759; canonical ID 134
npc.huito.13041	Speak to him for all your herblore supplies.	Old School RuneScape Wiki	Huito; revision 15197170; canonical ID 13041
npc.hura.2785	A seller of crossbow parts.	Old School RuneScape Wiki	Hura; revision 14993160; canonical ID 2785
npc.husk.9454	Was it human once?	Old School RuneScape Wiki	Husk; revision 15200188; canonical ID 9454
npc.hydra.8609	A ferocious Hydra!	Old School RuneScape Wiki	Hydra; revision 15200101; canonical ID 8609
npc.hygd.4110	A citizen of Burthorpe.	Old School RuneScape Wiki	Hygd; revision 15199948; canonical ID 4110
npc.i_dscim_you.15553	Lives off of surge potions.	Old School RuneScape Wiki	I DSCIM YOU; revision 15217957; canonical ID 15553
npc.ian.2196	A very brave merchant.	Old School RuneScape Wiki	Ian; revision 15013213; canonical ID 2196
npc.ice_elemental.14151	An ice elemental.	Old School RuneScape Wiki	Ice elemental; revision 15200595; canonical ID 14151
npc.ice_giant.2085	He's got icicles in his beard.	Old School RuneScape Wiki	Ice giant; revision 15199301; canonical ID 2085
npc.ice_queen.4922	A cold hearted lady.	Old School RuneScape Wiki	Ice Queen; revision 15254243; canonical ID 4922
npc.ice_spider.3022	I think this spider has been genetically modified.	Old School RuneScape Wiki	Ice spider; revision 15231530; canonical ID 3022
npc.ice_troll.648	Brrrrr...he must be cold!	Old School RuneScape Wiki	Ice Troll; revision 15199343; canonical ID 648
npc.ice_troll_female.1876	An ice troll with a bag of rocks.	Old School RuneScape Wiki	Ice troll female; revision 15276241; canonical ID 1876
npc.ice_troll_grunt.1877	A large ice troll.	Old School RuneScape Wiki	Ice troll grunt; revision 15199265; canonical ID 1877
npc.ice_troll_king.5822	Normal: An impressive-looking troll. Dead: Not so impressive anymore! Decapitated: Even less impressive!	Old School RuneScape Wiki	Ice Troll King; revision 15239645; canonical ID 5822
npc.ice_troll_male.1875	A male troll wielding a large club.	Old School RuneScape Wiki	Ice troll male; revision 15199661; canonical ID 1875
npc.ice_troll_runt.1874	An ice troll youngling.	Old School RuneScape Wiki	Ice troll runt; revision 15199610; canonical ID 1874
npc.ice_warrior.2841	A cold-hearted elemental warrior.	Old School RuneScape Wiki	Ice warrior; revision 15275444; canonical ID 2841
npc.ice_wolf.645	Not man's best friend.	Old School RuneScape Wiki	Ice wolf; revision 15199493; canonical ID 645
npc.icefiend.3140	A small ice demon.In the Chambers of Xeric: Servant of the Ice Demon.	Old School RuneScape Wiki	Icefiend; revision 15275445; canonical ID 3140
npc.icelord.852	Sturdy cold being.	Old School RuneScape Wiki	Icelord; revision 15199467; canonical ID 852
npc.ichta.13929	Her goods might come in handy if you're in need of protection.	Old School RuneScape Wiki	Ichta; revision 15197279; canonical ID 13929
npc.idril.9063	Maybe she's a prospective homeowner.	Old School RuneScape Wiki	Idril; revision 14769566; canonical ID 9063
npc.ifaba.5252	A general store type of monkey.	Old School RuneScape Wiki	Ifaba; revision 14992559; canonical ID 5252
npc.ignisia.7374	Kissed by fire.	Old School RuneScape Wiki	Ignisia; revision 15207786; canonical ID 7374
npc.ilfeen.8769	A wandering elf.	Old School RuneScape Wiki	Ilfeen; revision 15196241; canonical ID 8769
npc.imia.13131	She'll protect you.	Old School RuneScape Wiki	Imia; revision 14992571; canonical ID 13131
npc.imiago.2688	Perhaps this gardener might look after your crops for you.	Old School RuneScape Wiki	Imiago; revision 15196512; canonical ID 2688
npc.imin.9082	You're in what?	Old School RuneScape Wiki	Imin; revision 15197796; canonical ID 9082
npc.iminye.9087	Excuse me?	Old School RuneScape Wiki	Iminye; revision 15197797; canonical ID 9087
npc.imp.3134	A cheeky little imp.	Old School RuneScape Wiki	Imp; revision 15271036; canonical ID 3134
npc.imp_champion.3355	Champion of the imps.	Old School RuneScape Wiki	Imp Champion; revision 15213172; canonical ID 3355
npc.impaler_deer.15759	A not so noble creature!	Old School RuneScape Wiki	Impaler deer; revision 15266593; canonical ID 15759
